Age,Department,JobRole,OverTime,MonthlyIncome,YearsAtCompany,MaritalStatus,JobSatisfaction,Attrition,AttritionRiskScore,RiskBand,EmployeeID,IncomeBand,DeptShort,TenureBucket
49,Research & Development,Healthcare Representative,No,12477,2,Married,4,0,0.072,Low,EMP1244,10K+,R&D,2-3y
39,Sales,Manager,No,14649,13,Divorced,2,0,0.056,Low,EMP1245,10K+,Sales,10y+
42,Research & Development,Healthcare Representative,No,5849,16,Married,2,0,0.093,Low,EMP1246,3-6K,R&D,10y+
35,Research & Development,Manufacturing Director,No,4577,1,Married,2,0,0.183,Low,EMP1247,3-6K,R&D,0-1y
34,Research & Development,Laboratory Technician,No,11419,11,Married,3,0,0.083,Low,EMP1248,10K+,R&D,10y+
35,Research & Development,Research Director,No,8040,5,Married,3,0,0.136,Low,EMP1249,6-10K,R&D,4-5y
24,Sales,Sales Executive,No,3164,4,Married,3,0,0.157,Low,EMP1250,3-6K,Sales,4-5y
36,Sales,Manager,No,3076,1,Married,1,0,0.2,Low,EMP1251,3-6K,Sales,0-1y
39,Research & Development,Healthcare Representative,Yes,7119,4,Married,2,0,0.291,Low,EMP1252,6-10K,R&D,4-5y
53,Research & Development,Laboratory Technician,Yes,4927,2,Divorced,4,0,0.315,Medium,EMP1253,3-6K,R&D,2-3y
37,Research & Development,Healthcare Representative,No,5353,26,Married,2,0,0.027,Low,EMP1254,3-6K,R&D,10y+
18,Sales,Sales Executive,No,9797,8,Single,1,1,0.313,Medium,EMP1255,6-10K,Sales,6-10y
36,Sales,Sales Executive,No,8245,3,Single,1,0,0.295,Low,EMP1256,6-10K,Sales,2-3y
60,Research & Development,Research Director,Yes,11287,8,Single,1,0,0.245,Low,EMP1257,10K+,R&D,6-10y
44,Research & Development,Research Director,No,1877,3,Divorced,4,0,0.157,Low,EMP1258,<3K,R&D,2-3y
29,Research & Development,Research Scientist,Yes,6243,0,Married,1,0,0.474,Medium,EMP1259,6-10K,R&D,0-1y
42,Research & Development,Research Director,No,7959,12,Single,3,0,0.029,Low,EMP1260,6-10K,R&D,10y+
30,Sales,Manager,No,2345,4,Divorced,2,0,0.158,Low,EMP1261,<3K,Sales,4-5y
24,Research & Development,Healthcare Representative,No,3788,1,Single,1,0,0.394,Medium,EMP1262,3-6K,R&D,0-1y
33,Research & Development,Laboratory Technician,No,3421,6,Single,4,0,0.24,Low,EMP1263,3-6K,R&D,6-10y
37,Sales,Sales Executive,No,5496,10,Divorced,3,0,0.012,Low,EMP1264,3-6K,Sales,6-10y
20,Research & Development,Healthcare Representative,No,13297,7,Married,4,0,0.133,Low,EMP1265,10K+,R&D,6-10y
26,Research & Development,Research Director,No,16521,2,Married,4,0,0.17,Low,EMP1266,10K+,R&D,2-3y
37,Research & Development,Research Director,No,3470,0,Divorced,4,0,0.177,Low,EMP1267,3-6K,R&D,0-1y
33,Research & Development,Manufacturing Director,No,7256,10,Divorced,3,0,0.123,Low,EMP1268,6-10K,R&D,6-10y
40,Research & Development,Research Scientist,No,7385,3,Single,3,1,0.16,Low,EMP1269,6-10K,R&D,2-3y
26,Research & Development,Research Director,Yes,6722,0,Divorced,3,1,0.417,Medium,EMP1270,6-10K,R&D,0-1y
43,Research & Development,Research Scientist,Yes,6764,0,Married,2,0,0.343,Medium,EMP1271,6-10K,R&D,0-1y
26,Research & Development,Research Scientist,Yes,6419,0,Single,1,1,0.839,High,EMP1272,6-10K,R&D,0-1y
51,Research & Development,Research Director,No,13741,5,Divorced,2,0,0.042,Low,EMP1273,10K+,R&D,4-5y
21,Sales,Sales Representative,No,9960,11,Married,2,0,0.193,Low,EMP1274,6-10K,Sales,10y+
27,Research & Development,Research Scientist,No,3031,6,Divorced,1,0,0.23,Low,EMP1275,3-6K,R&D,6-10y
40,Research & Development,Laboratory Technician,Yes,8413,1,Married,4,0,0.419,Medium,EMP1276,6-10K,R&D,0-1y
51,Research & Development,Manufacturing Director,Yes,8873,13,Married,4,0,0.06,Low,EMP1277,6-10K,R&D,10y+
39,Sales,Manager,No,6459,1,Single,2,0,0.197,Low,EMP1278,6-10K,Sales,0-1y
42,Sales,Sales Representative,No,10120,9,Divorced,2,0,0.111,Low,EMP1279,10K+,Sales,6-10y
37,Research & Development,Healthcare Representative,No,6023,4,Married,4,0,0.093,Low,EMP1280,6-10K,R&D,4-5y
27,Research & Development,Research Scientist,No,6064,0,Single,2,1,0.35,Medium,EMP1281,6-10K,R&D,0-1y
32,Research & Development,Healthcare Representative,No,5806,1,Single,3,0,0.193,Low,EMP1282,3-6K,R&D,0-1y
26,Research & Development,Healthcare Representative,Yes,1789,0,Married,3,0,0.583,Medium,EMP1283,<3K,R&D,0-1y
25,Research & Development,Healthcare Representative,No,5196,4,Single,2,0,0.277,Low,EMP1284,3-6K,R&D,4-5y
40,Research & Development,Healthcare Representative,No,3761,7,Married,4,0,0.172,Low,EMP1285,3-6K,R&D,6-10y
26,Research & Development,Manufacturing Director,No,2828,5,Married,1,0,0.216,Low,EMP1286,<3K,R&D,4-5y
39,Research & Development,Research Scientist,Yes,11952,10,Single,1,0,0.315,Medium,EMP1287,10K+,R&D,6-10y
25,Research & Development,Healthcare Representative,No,7167,5,Married,3,0,0.151,Low,EMP1288,6-10K,R&D,4-5y
39,Research & Development,Research Director,No,5343,1,Single,3,0,0.177,Low,EMP1289,3-6K,R&D,0-1y
32,Sales,Manager,No,3981,6,Divorced,4,0,0.03,Low,EMP1290,3-6K,Sales,6-10y
49,Research & Development,Research Scientist,No,6392,4,Divorced,3,0,0.065,Low,EMP1291,6-10K,R&D,4-5y
39,Sales,Manager,Yes,9370,3,Single,1,1,0.48,Medium,EMP1292,6-10K,Sales,2-3y
48,Research & Development,Laboratory Technician,No,3446,9,Married,4,0,0.024,Low,EMP1293,3-6K,R&D,6-10y
30,Sales,Sales Representative,No,5417,22,Married,2,0,0.109,Low,EMP1294,3-6K,Sales,10y+
37,Sales,Sales Representative,Yes,8755,2,Divorced,1,1,0.556,Medium,EMP1295,6-10K,Sales,2-3y
28,Human Resources,Human Resources,No,1872,3,Married,3,0,0.156,Low,EMP1296,<3K,HR,2-3y
33,Sales,Manager,No,5262,5,Married,1,0,0.159,Low,EMP1297,3-6K,Sales,4-5y
34,Sales,Manager,No,4289,6,Divorced,2,0,0.129,Low,EMP1298,3-6K,Sales,6-10y
30,Research & Development,Laboratory Technician,Yes,5046,6,Single,2,1,0.704,High,EMP1299,3-6K,R&D,6-10y
26,Sales,Sales Executive,Yes,4122,0,Married,1,1,0.604,High,EMP1300,3-6K,Sales,0-1y
24,Research & Development,Research Scientist,No,5858,0,Single,4,0,0.224,Low,EMP1301,3-6K,R&D,0-1y
18,Research & Development,Research Director,No,15646,4,Married,3,0,0.111,Low,EMP1302,10K+,R&D,4-5y
27,Research & Development,Manufacturing Director,No,4545,0,Married,4,0,0.16,Low,EMP1303,3-6K,R&D,0-1y
42,Sales,Manager,No,6376,2,Divorced,2,0,0.078,Low,EMP1304,6-10K,Sales,2-3y
22,Research & Development,Research Director,No,16270,4,Married,3,0,0.107,Low,EMP1305,10K+,R&D,4-5y
24,Research & Development,Healthcare Representative,No,4013,0,Single,4,0,0.288,Low,EMP1306,3-6K,R&D,0-1y
53,Research & Development,Laboratory Technician,Yes,14736,8,Divorced,1,0,0.202,Low,EMP1307,10K+,R&D,6-10y
31,Research & Development,Laboratory Technician,Yes,5447,4,Divorced,4,1,0.545,Medium,EMP1308,3-6K,R&D,4-5y
39,Research & Development,Research Scientist,Yes,14473,0,Married,1,0,0.302,Medium,EMP1309,10K+,R&D,0-1y
42,Research & Development,Research Scientist,No,8205,0,Married,4,0,0.077,Low,EMP1310,6-10K,R&D,0-1y
42,Research & Development,Healthcare Representative,Yes,6431,1,Single,3,1,0.43,Medium,EMP1311,6-10K,R&D,0-1y
23,Research & Development,Laboratory Technician,Yes,5239,1,Married,3,1,0.619,High,EMP1312,3-6K,R&D,0-1y
34,Research & Development,Research Scientist,No,3853,4,Single,1,0,0.289,Low,EMP1313,3-6K,R&D,4-5y
22,Research & Development,Research Scientist,Yes,5662,0,Single,3,1,0.672,High,EMP1314,3-6K,R&D,0-1y
59,Research & Development,Laboratory Technician,Yes,8897,3,Divorced,3,0,0.208,Low,EMP1315,6-10K,R&D,2-3y
22,Research & Development,Laboratory Technician,No,5392,3,Married,4,0,0.204,Low,EMP1316,3-6K,R&D,2-3y
27,Sales,Sales Executive,No,4563,3,Single,4,0,0.174,Low,EMP1317,3-6K,Sales,2-3y
27,Research & Development,Manufacturing Director,No,4731,13,Single,2,0,0.092,Low,EMP1318,3-6K,R&D,10y+
23,Sales,Sales Representative,No,9375,3,Divorced,2,1,0.295,Low,EMP1319,6-10K,Sales,2-3y
49,Sales,Sales Representative,Yes,10655,0,Single,2,0,0.682,High,EMP1320,10K+,Sales,0-1y
58,Research & Development,Manufacturing Director,No,3763,4,Single,2,0,0.127,Low,EMP1321,3-6K,R&D,4-5y
32,Research & Development,Healthcare Representative,No,3760,0,Single,1,0,0.402,Medium,EMP1322,3-6K,R&D,0-1y
25,Research & Development,Research Director,No,6691,2,Single,1,0,0.353,Medium,EMP1323,6-10K,R&D,2-3y
18,Sales,Sales Representative,No,12583,2,Single,4,0,0.406,Medium,EMP1324,10K+,Sales,2-3y
34,Sales,Sales Representative,No,10201,2,Divorced,2,0,0.314,Medium,EMP1325,10K+,Sales,2-3y
34,Sales,Manager,No,2728,1,Married,2,0,0.174,Low,EMP1326,<3K,Sales,0-1y
31,Research & Development,Healthcare Representative,No,4697,7,Married,3,0,0.112,Low,EMP1327,3-6K,R&D,6-10y
38,Research & Development,Laboratory Technician,Yes,3255,4,Married,3,1,0.467,Medium,EMP1328,3-6K,R&D,4-5y
40,Research & Development,Research Director,No,4688,2,Married,2,0,0.192,Low,EMP1329,3-6K,R&D,2-3y
39,Sales,Sales Executive,No,13126,10,Married,4,0,0.048,Low,EMP1330,10K+,Sales,6-10y
34,Research & Development,Manufacturing Director,No,2483,3,Married,1,0,0.159,Low,EMP1331,<3K,R&D,2-3y
27,Sales,Sales Representative,No,2229,3,Married,2,0,0.407,Medium,EMP1332,<3K,Sales,2-3y
42,Sales,Sales Representative,Yes,3443,1,Married,1,0,0.674,High,EMP1333,3-6K,Sales,0-1y
37,Research & Development,Research Scientist,No,6361,4,Divorced,3,0,0.123,Low,EMP1334,6-10K,R&D,4-5y
44,Research & Development,Research Director,No,7642,1,Married,1,0,0.14,Low,EMP1335,6-10K,R&D,0-1y
44,Research & Development,Laboratory Technician,No,6909,5,Divorced,4,0,0.096,Low,EMP1336,6-10K,R&D,4-5y
24,Sales,Sales Executive,No,10369,2,Single,3,0,0.237,Low,EMP1337,10K+,Sales,2-3y
24,Research & Development,Research Director,Yes,2059,3,Married,1,0,0.543,Medium,EMP1338,<3K,R&D,2-3y
30,Sales,Manager,No,10441,7,Married,3,0,0.093,Low,EMP1339,10K+,Sales,6-10y
27,Research & Development,Laboratory Technician,No,4574,0,Single,2,0,0.454,Medium,EMP1340,3-6K,R&D,0-1y
43,Human Resources,Manager,No,8121,1,Divorced,3,0,0.208,Low,EMP1341,6-10K,HR,0-1y
40,Sales,Manager,Yes,2623,4,Single,1,1,0.589,Medium,EMP1342,<3K,Sales,4-5y
46,Research & Development,Laboratory Technician,No,5446,0,Single,3,0,0.229,Low,EMP1343,3-6K,R&D,0-1y
40,Sales,Sales Representative,No,6185,3,Divorced,1,0,0.21,Low,EMP1344,6-10K,Sales,2-3y
38,Sales,Sales Representative,No,10256,6,Single,1,0,0.364,Medium,EMP1345,10K+,Sales,6-10y
47,Sales,Sales Executive,No,2271,1,Married,3,0,0.096,Low,EMP1346,<3K,Sales,0-1y
41,Research & Development,Research Scientist,No,5524,0,Married,3,1,0.086,Low,EMP1347,3-6K,R&D,0-1y
37,Research & Development,Laboratory Technician,No,2990,4,Divorced,2,0,0.224,Low,EMP1348,<3K,R&D,4-5y
50,Research & Development,Laboratory Technician,No,7172,1,Married,1,0,0.191,Low,EMP1349,6-10K,R&D,0-1y
38,Research & Development,Manufacturing Director,No,8328,0,Married,2,0,0.154,Low,EMP1350,6-10K,R&D,0-1y
34,Research & Development,Manufacturing Director,Yes,11025,1,Divorced,4,1,0.26,Low,EMP1351,10K+,R&D,0-1y
29,Research & Development,Research Scientist,Yes,4047,1,Married,3,0,0.453,Medium,EMP1352,3-6K,R&D,0-1y
43,Research & Development,Research Scientist,No,9045,4,Divorced,1,0,0.11,Low,EMP1353,6-10K,R&D,4-5y
48,Research & Development,Laboratory Technician,Yes,11481,13,Divorced,4,0,0.152,Low,EMP1354,10K+,R&D,10y+
36,Research & Development,Healthcare Representative,No,2200,2,Married,2,0,0.18,Low,EMP1355,<3K,R&D,2-3y
48,Sales,Sales Executive,No,7606,2,Divorced,3,0,0.124,Low,EMP1356,6-10K,Sales,2-3y
19,Sales,Manager,No,9202,2,Married,1,0,0.217,Low,EMP1357,6-10K,Sales,2-3y
36,Research & Development,Manufacturing Director,No,4711,1,Single,2,0,0.211,Low,EMP1358,3-6K,R&D,0-1y
36,Research & Development,Research Director,No,2790,12,Single,4,0,0.105,Low,EMP1359,<3K,R&D,10y+
30,Sales,Sales Representative,No,9123,1,Married,2,0,0.323,Medium,EMP1360,6-10K,Sales,0-1y
58,Research & Development,Research Scientist,Yes,2808,13,Single,1,0,0.179,Low,EMP1361,<3K,R&D,10y+
36,Research & Development,Healthcare Representative,Yes,4924,2,Married,1,0,0.373,Medium,EMP1362,3-6K,R&D,2-3y
33,Research & Development,Research Scientist,No,5313,30,Married,4,0,0.07,Low,EMP1363,3-6K,R&D,10y+
37,Sales,Sales Executive,No,8050,1,Married,4,0,0.157,Low,EMP1364,6-10K,Sales,0-1y
18,Research & Development,Research Scientist,Yes,3848,0,Single,1,1,0.833,High,EMP1365,3-6K,R&D,0-1y
30,Sales,Sales Executive,No,3727,19,Divorced,4,0,0.06,Low,EMP1366,3-6K,Sales,10y+
45,Sales,Sales Executive,No,5735,6,Married,4,0,0.051,Low,EMP1367,3-6K,Sales,6-10y
31,Research & Development,Laboratory Technician,No,9447,7,Single,2,0,0.238,Low,EMP1368,6-10K,R&D,6-10y
29,Sales,Manager,No,19112,16,Married,3,0,0.054,Low,EMP1369,10K+,Sales,10y+
48,Sales,Sales Representative,No,2370,4,Married,2,0,0.159,Low,EMP1370,<3K,Sales,4-5y
49,Research & Development,Manufacturing Director,No,6460,1,Married,1,0,0.069,Low,EMP1371,6-10K,R&D,0-1y
41,Research & Development,Research Director,No,2988,3,Married,3,0,0.101,Low,EMP1372,<3K,R&D,2-3y
32,Research & Development,Research Scientist,Yes,9512,0,Single,1,1,0.623,High,EMP1373,6-10K,R&D,0-1y
34,Research & Development,Manufacturing Director,No,3241,4,Divorced,2,0,0.102,Low,EMP1374,3-6K,R&D,4-5y
29,Research & Development,Research Director,Yes,3747,2,Married,2,0,0.515,Medium,EMP1375,3-6K,R&D,2-3y
28,Sales,Sales Representative,No,3928,0,Single,1,0,0.62,High,EMP1376,3-6K,Sales,0-1y
27,Research & Development,Research Scientist,Yes,5208,2,Married,4,1,0.362,Medium,EMP1377,3-6K,R&D,2-3y
31,Research & Development,Research Scientist,Yes,6488,1,Married,3,1,0.399,Medium,EMP1378,6-10K,R&D,0-1y
27,Sales,Sales Executive,Yes,7087,7,Married,4,0,0.267,Low,EMP1379,6-10K,Sales,6-10y
22,Research & Development,Laboratory Technician,No,5414,2,Married,3,1,0.306,Medium,EMP1380,3-6K,R&D,2-3y
38,Sales,Sales Executive,No,2613,5,Married,1,0,0.11,Low,EMP1381,<3K,Sales,4-5y
39,Sales,Manager,Yes,8105,4,Married,2,0,0.234,Low,EMP1382,6-10K,Sales,4-5y
52,Research & Development,Healthcare Representative,No,5275,1,Single,2,0,0.141,Low,EMP1383,3-6K,R&D,0-1y
30,Research & Development,Manufacturing Director,No,10290,10,Single,4,0,0.105,Low,EMP1384,10K+,R&D,6-10y
39,Human Resources,Manager,No,3680,0,Divorced,1,0,0.13,Low,EMP1385,3-6K,HR,0-1y
39,Sales,Sales Executive,No,2250,1,Married,3,0,0.082,Low,EMP1386,<3K,Sales,0-1y
34,Human Resources,Human Resources,No,5330,0,Married,1,0,0.198,Low,EMP1387,3-6K,HR,0-1y
43,Research & Development,Research Scientist,Yes,11078,5,Single,4,0,0.23,Low,EMP1388,10K+,R&D,4-5y
43,Sales,Manager,No,5934,0,Married,3,0,0.051,Low,EMP1389,3-6K,Sales,0-1y
39,Research & Development,Healthcare Representative,No,4866,6,Single,2,0,0.209,Low,EMP1390,3-6K,R&D,6-10y
34,Research & Development,Research Director,Yes,3365,2,Single,2,1,0.597,Medium,EMP1391,3-6K,R&D,2-3y
33,Research & Development,Research Scientist,No,14282,1,Single,2,1,0.216,Low,EMP1392,10K+,R&D,0-1y
24,Sales,Manager,No,3083,0,Married,1,0,0.278,Low,EMP1393,3-6K,Sales,0-1y
29,Research & Development,Laboratory Technician,No,3644,9,Married,3,0,0.18,Low,EMP1394,3-6K,R&D,6-10y
31,Research & Development,Research Scientist,No,7431,18,Single,4,0,0.066,Low,EMP1395,6-10K,R&D,10y+
26,Sales,Sales Representative,No,1957,1,Single,1,1,0.568,Medium,EMP1396,<3K,Sales,0-1y
40,Research & Development,Laboratory Technician,No,10949,2,Married,3,0,0.084,Low,EMP1397,10K+,R&D,2-3y
47,Research & Development,Research Director,No,7656,4,Married,3,0,0.069,Low,EMP1398,6-10K,R&D,4-5y
28,Research & Development,Research Director,Yes,8906,3,Married,4,1,0.315,Medium,EMP1399,6-10K,R&D,2-3y
39,Research & Development,Manufacturing Director,Yes,7383,13,Single,4,0,0.152,Low,EMP1400,6-10K,R&D,10y+
27,Sales,Sales Executive,No,4971,4,Married,1,0,0.187,Low,EMP1401,3-6K,Sales,4-5y
34,Sales,Sales Executive,Yes,3026,16,Divorced,1,0,0.209,Low,EMP1402,3-6K,Sales,10y+
30,Research & Development,Healthcare Representative,No,5028,10,Married,4,0,0.092,Low,EMP1403,3-6K,R&D,6-10y
42,Human Resources,Manager,No,3176,2,Single,1,0,0.242,Low,EMP1404,3-6K,HR,2-3y
30,Sales,Manager,No,7096,2,Married,3,0,0.162,Low,EMP1405,6-10K,Sales,2-3y
46,Research & Development,Healthcare Representative,No,8465,7,Married,4,0,0.099,Low,EMP1406,6-10K,R&D,6-10y
34,Sales,Sales Executive,No,12237,8,Single,3,0,0.126,Low,EMP1407,10K+,Sales,6-10y
31,Research & Development,Laboratory Technician,No,6663,3,Single,1,1,0.424,Medium,EMP1408,6-10K,R&D,2-3y
25,Human Resources,Manager,Yes,9031,0,Divorced,1,1,0.513,Medium,EMP1409,6-10K,HR,0-1y
39,Sales,Sales Executive,No,4612,5,Married,3,0,0.212,Low,EMP1410,3-6K,Sales,4-5y
45,Sales,Manager,Yes,4175,8,Divorced,4,0,0.133,Low,EMP1411,3-6K,Sales,6-10y
39,Research & Development,Laboratory Technician,No,7048,0,Married,2,1,0.184,Low,EMP1412,6-10K,R&D,0-1y
57,Sales,Manager,No,4391,8,Married,3,0,0.091,Low,EMP1413,3-6K,Sales,6-10y
49,Research & Development,Research Director,No,6298,2,Single,4,0,0.144,Low,EMP1414,6-10K,R&D,2-3y
34,Research & Development,Manufacturing Director,No,3030,1,Married,4,0,0.151,Low,EMP1415,3-6K,R&D,0-1y
34,Research & Development,Laboratory Technician,No,3344,4,Single,3,0,0.335,Medium,EMP1416,3-6K,R&D,4-5y
41,Sales,Manager,Yes,7703,7,Married,3,0,0.125,Low,EMP1417,6-10K,Sales,6-10y
29,Research & Development,Laboratory Technician,No,8845,2,Single,4,0,0.33,Medium,EMP1418,6-10K,R&D,2-3y
47,Sales,Sales Representative,No,3158,2,Married,4,0,0.168,Low,EMP1419,3-6K,Sales,2-3y
40,Sales,Manager,No,7854,4,Married,2,0,0.15,Low,EMP1420,6-10K,Sales,4-5y
39,Research & Development,Healthcare Representative,No,4052,16,Single,3,0,0.01,Low,EMP1421,3-6K,R&D,10y+
43,Research & Development,Laboratory Technician,No,5481,1,Single,2,0,0.306,Medium,EMP1422,3-6K,R&D,0-1y
52,Research & Development,Research Director,No,11840,1,Divorced,4,0,0.034,Low,EMP1423,10K+,R&D,0-1y
38,Research & Development,Laboratory Technician,Yes,8468,4,Single,1,1,0.691,High,EMP1424,6-10K,R&D,4-5y
35,Sales,Manager,Yes,8414,2,Single,1,0,0.585,Medium,EMP1425,6-10K,Sales,2-3y
50,Research & Development,Healthcare Representative,No,15519,2,Married,2,0,0.076,Low,EMP1426,10K+,R&D,2-3y
45,Sales,Sales Executive,No,3688,7,Married,1,0,0.062,Low,EMP1427,3-6K,Sales,6-10y
34,Research & Development,Manufacturing Director,No,3158,4,Married,3,0,0.126,Low,EMP1428,3-6K,R&D,4-5y
37,Sales,Sales Executive,No,3651,0,Single,3,0,0.222,Low,EMP1429,3-6K,Sales,0-1y
38,Sales,Manager,No,4722,18,Married,4,0,0.067,Low,EMP1430,3-6K,Sales,10y+
40,Sales,Sales Executive,No,1487,7,Married,3,0,0.14,Low,EMP1431,<3K,Sales,6-10y
24,Sales,Sales Executive,Yes,4846,0,Married,3,1,0.51,Medium,EMP1432,3-6K,Sales,0-1y
23,Sales,Sales Representative,No,4025,7,Divorced,3,0,0.232,Low,EMP1433,3-6K,Sales,6-10y
29,Research & Development,Healthcare Representative,Yes,8358,11,Divorced,1,0,0.3,Low,EMP1434,6-10K,R&D,10y+
28,Research & Development,Manufacturing Director,No,6593,7,Single,3,0,0.279,Low,EMP1435,6-10K,R&D,6-10y
31,Research & Development,Manufacturing Director,No,3903,3,Married,1,0,0.254,Low,EMP1436,3-6K,R&D,2-3y
42,Research & Development,Manufacturing Director,No,7513,1,Single,3,0,0.039,Low,EMP1437,6-10K,R&D,0-1y
35,Sales,Manager,No,8085,11,Single,4,0,0.097,Low,EMP1438,6-10K,Sales,10y+
38,Research & Development,Research Scientist,No,3559,7,Married,4,0,0.121,Low,EMP1439,3-6K,R&D,6-10y
25,Sales,Manager,No,4141,10,Married,3,0,0.105,Low,EMP1440,3-6K,Sales,6-10y
32,Research & Development,Healthcare Representative,No,1597,2,Married,2,0,0.169,Low,EMP1441,<3K,R&D,2-3y
42,Sales,Manager,No,2981,0,Single,4,0,0.169,Low,EMP1442,<3K,Sales,0-1y
42,Research & Development,Research Director,No,3610,1,Single,4,1,0.187,Low,EMP1443,3-6K,R&D,0-1y
30,Research & Development,Healthcare Representative,No,5657,7,Divorced,2,1,0.078,Low,EMP1444,3-6K,R&D,6-10y
38,Sales,Sales Executive,No,3229,3,Divorced,1,0,0.208,Low,EMP1445,3-6K,Sales,2-3y
56,Human Resources,Manager,No,4095,2,Single,3,0,0.117,Low,EMP1446,3-6K,HR,2-3y
36,Research & Development,Healthcare Representative,No,2768,3,Married,3,0,0.093,Low,EMP1447,<3K,R&D,2-3y
30,Research & Development,Research Scientist,No,5967,14,Married,4,0,0.11,Low,EMP1448,3-6K,R&D,10y+
35,Research & Development,Healthcare Representative,No,6864,3,Married,4,0,0.035,Low,EMP1449,6-10K,R&D,2-3y
37,Research & Development,Research Scientist,No,6777,8,Married,1,0,0.084,Low,EMP1450,6-10K,R&D,6-10y
35,Sales,Sales Representative,No,5468,0,Divorced,2,0,0.296,Low,EMP1451,3-6K,Sales,0-1y
36,Sales,Manager,No,2327,2,Single,4,0,0.281,Low,EMP1452,<3K,Sales,2-3y
24,Research & Development,Laboratory Technician,Yes,3862,0,Married,2,1,0.725,High,EMP1453,3-6K,R&D,0-1y
28,Research & Development,Research Scientist,Yes,4341,0,Divorced,2,0,0.439,Medium,EMP1454,3-6K,R&D,0-1y
35,Research & Development,Healthcare Representative,No,4351,1,Single,2,0,0.232,Low,EMP1455,3-6K,R&D,0-1y
35,Human Resources,Human Resources,No,5660,3,Single,2,0,0.234,Low,EMP1456,3-6K,HR,2-3y
31,Research & Development,Research Director,No,11897,14,Married,3,0,0.088,Low,EMP1457,10K+,R&D,10y+
35,Sales,Sales Executive,Yes,8490,7,Married,2,0,0.362,Medium,EMP1458,6-10K,Sales,6-10y
37,Research & Development,Healthcare Representative,No,3155,0,Married,2,0,0.226,Low,EMP1459,3-6K,R&D,0-1y
45,Research & Development,Research Director,No,7888,0,Married,2,0,0.116,Low,EMP1460,6-10K,R&D,0-1y
36,Research & Development,Research Director,No,7724,12,Married,1,0,0.049,Low,EMP1461,6-10K,R&D,10y+
40,Sales,Sales Executive,Yes,3486,27,Single,4,0,0.186,Low,EMP1462,3-6K,Sales,10y+
32,Research & Development,Research Director,No,8663,6,Married,4,0,0.067,Low,EMP1463,6-10K,R&D,6-10y
42,Research & Development,Research Scientist,No,4973,8,Married,2,0,0.062,Low,EMP1464,3-6K,R&D,6-10y
40,Sales,Sales Representative,No,2501,5,Divorced,1,0,0.265,Low,EMP1465,<3K,Sales,4-5y
44,Research & Development,Research Scientist,No,6976,6,Single,3,1,0.067,Low,EMP1466,6-10K,R&D,6-10y
43,Sales,Sales Representative,No,6120,8,Single,3,0,0.208,Low,EMP1467,6-10K,Sales,6-10y
42,Research & Development,Healthcare Representative,No,4792,2,Divorced,3,0,0.097,Low,EMP1468,3-6K,R&D,2-3y
36,Research & Development,Manufacturing Director,No,5320,1,Single,3,0,0.236,Low,EMP1469,3-6K,R&D,0-1y
39,Research & Development,Laboratory Technician,No,3657,2,Single,3,0,0.281,Low,EMP1470,3-6K,R&D,2-3y
46,Research & Development,Research Director,No,7597,9,Divorced,1,0,0.026,Low,EMP1471,6-10K,R&D,6-10y
31,Research & Development,Research Scientist,No,5303,1,Married,1,0,0.132,Low,EMP1472,3-6K,R&D,0-1y
31,Research & Development,Laboratory Technician,No,5952,14,Married,1,0,0.152,Low,EMP1473,3-6K,R&D,10y+
38,Research & Development,Manufacturing Director,No,6610,2,Single,1,0,0.234,Low,EMP1474,6-10K,R&D,2-3y
40,Research & Development,Manufacturing Director,No,2878,0,Single,4,1,0.168,Low,EMP1475,<3K,R&D,0-1y
29,Research & Development,Healthcare Representative,No,3321,12,Divorced,3,0,0.076,Low,EMP1476,3-6K,R&D,10y+
36,Research & Development,Research Director,Yes,1610,7,Married,3,1,0.329,Medium,EMP1477,<3K,R&D,6-10y
36,Research & Development,Laboratory Technician,No,7410,11,Single,3,0,0.222,Low,EMP1478,6-10K,R&D,10y+
18,Research & Development,Research Scientist,No,2788,3,Married,1,0,0.249,Low,EMP1479,<3K,R&D,2-3y
35,Research & Development,Manufacturing Director,No,5842,2,Single,1,0,0.262,Low,EMP1480,3-6K,R&D,2-3y
35,Research & Development,Healthcare Representative,Yes,6661,8,Single,4,0,0.371,Medium,EMP1481,6-10K,R&D,6-10y
35,Research & Development,Healthcare Representative,No,7565,4,Single,2,1,0.156,Low,EMP1482,6-10K,R&D,4-5y
49,Research & Development,Research Scientist,Yes,2801,2,Married,3,0,0.275,Low,EMP1483,<3K,R&D,2-3y
26,Research & Development,Healthcare Representative,No,5240,3,Single,4,1,0.211,Low,EMP1484,3-6K,R&D,2-3y
29,Research & Development,Research Director,No,13611,2,Married,1,0,0.08,Low,EMP1485,10K+,R&D,2-3y
18,Research & Development,Manufacturing Director,No,13944,0,Married,4,0,0.136,Low,EMP1486,10K+,R&D,0-1y
32,Research & Development,Research Director,No,9349,2,Married,3,0,0.114,Low,EMP1487,6-10K,R&D,2-3y
33,Research & Development,Healthcare Representative,No,6539,5,Single,2,0,0.218,Low,EMP1488,6-10K,R&D,4-5y
32,Research & Development,Research Scientist,No,3125,0,Single,2,0,0.259,Low,EMP1489,3-6K,R&D,0-1y
46,Sales,Sales Executive,Yes,8064,3,Single,1,0,0.442,Medium,EMP1490,6-10K,Sales,2-3y
